'dates', 'ACI', 'BI', 'DNSI', 'AEI', 'ADI', 'HS', 'HT', 'SC', 'dBFS'
2021-05-07T02:27:41Z,242.128,7.337,0.648,0.086,2.288,0.868,428.796,5648.903,-60.964
2021-05-07T02:27:51Z,242.047,5.544,0.651,0.126,2.272,0.865,430.105,5609.978,-60.932
2021-05-07T02:28:01Z,242.122,3.033,0.585,0.236,2.194,0.825,454.753,4979.279,-60.364
2021-05-07T02:28:21Z,241.612,1.567,0.579,0.261,2.17,0.783,488.228,4371.318,-59.643
2021-05-07T02:28:31Z,242.253,2.302,0.574,0.226,2.203,0.775,496.346,4256.454,-59.475
2021-05-07T02:28:41Z,241.628,1.524,0.596,0.22,2.207,0.794,475.192,4549.023,-59.918
2021-05-07T02:28:51Z,242.285,3.712,0.648,0.127,2.271,0.845,440.518,5299.792,-60.689
2021-05-07T02:29:01Z,242.56,5.41,0.668,0.08,2.29,0.883,418.779,5916.313,-61.204
2021-05-07T02:29:21Z,242.556,0.804,0.672,0.092,2.286,0.897,409.737,6137.064,-61.426
2021-05-07T02:29:31Z,242.897,1.937,0.671,0.072,2.293,0.896,411.532,6134.837,-61.38
2021-05-07T02:29:41Z,242.303,2.693,0.672,0.062,2.295,0.898,411.249,6166.684,-61.387
2021-05-07T02:29:51Z,241.472,3.07,0.67,0.056,2.297,0.9,410.394,6217.185,-61.409
2021-05-07T02:30:01Z,242.104,1.582,0.671,0.078,2.291,0.901,410.118,6222.499,-61.417
2021-05-07T02:30:21Z,242.358,2.176,0.673,0.059,2.296,0.901,410.548,6196.027,-61.406
2021-05-07T02:30:31Z,242.639,0.961,0.673,0.074,2.292,0.9,411.104,6195.653,-61.392
2021-05-07T02:30:41Z,242.632,0.985,0.671,0.075,2.292,0.899,410.951,6171.033,-61.396
2021-05-07T02:30:51Z,242.752,0.85,0.671,0.075,2.291,0.898,412.007,6155.498,-61.369
2021-05-07T02:31:01Z,242.234,0.766,0.672,0.076,2.291,0.898,411.413,6165.378,-61.384
2021-05-07T02:31:21Z,242.419,1.354,0.666,0.071,2.293,0.892,414.981,6035.205,-61.296
2021-05-07T02:31:31Z,241.953,1.323,0.665,0.07,2.293,0.892,415.61,6048.542,-61.281
2021-05-07T02:31:41Z,242.082,1.983,0.665,0.063,2.295,0.891,415.513,6041.075,-61.284
2021-05-07T02:31:51Z,242.432,1.351,0.664,0.071,2.293,0.888,417.403,5973.889,-61.238
2021-05-07T02:32:01Z,242.516,0.632,0.664,0.082,2.289,0.884,418.676,5912.448,-61.207
2021-05-07T02:32:21Z,242.094,1.393,0.641,0.132,2.268,0.848,441.134,5322.977,-60.675
2021-05-07T02:32:31Z,242.046,0.872,0.599,0.159,2.252,0.803,469.252,4684.029,-60.046
2021-05-07T02:32:41Z,241.959,0.844,0.595,0.162,2.25,0.804,470.3,4686.697,-60.024
2021-05-07T02:32:51Z,241.87,1.061,0.638,0.145,2.261,0.84,446.611,5226.186,-60.55
2021-05-07T02:33:01Z,241.915,1.06,0.652,0.14,2.264,0.858,434.569,5508.615,-60.829
2021-05-07T02:33:21Z,241.939,1.516,0.654,0.14,2.264,0.854,435.291,5451.054,-60.812
2021-05-07T02:33:31Z,241.914,1.518,0.651,0.139,2.264,0.854,435.505,5447.66,-60.807
2021-05-07T02:33:41Z,241.798,0.879,0.655,0.158,2.252,0.867,429.864,5636.869,-60.939
2021-05-07T02:33:51Z,241.586,0.864,0.662,0.154,2.255,0.881,421.155,5870.86,-61.147
2021-05-07T02:34:01Z,241.526,4.392,0.663,0.071,2.293,0.895,413.899,6094.257,-61.323
2021-05-07T02:34:21Z,242.805,0.65,0.669,0.071,2.293,0.9,412.033,6195.768,-61.369
2021-05-07T02:34:31Z,242.94,0.645,0.674,0.07,2.293,0.903,409.242,6259.617,-61.437
2021-05-07T02:34:41Z,242.687,1.434,0.684,0.057,2.296,0.905,407.444,6319.549,-61.482
2021-05-07T02:34:51Z,242.375,1.012,0.679,0.064,2.294,0.899,409.871,6196.083,-61.421
2021-05-07T02:35:01Z,242.605,1.003,0.67,0.066,2.294,0.893,412.985,6075.152,-61.344
2021-05-07T02:35:21Z,242.031,9.247,0.669,0.077,2.291,0.89,418.984,6013.529,-61.199
2021-05-07T02:35:31Z,242.145,8.63,0.665,0.089,2.287,0.871,430.845,5703.024,-60.915
2021-05-07T02:35:41Z,242.135,8.669,0.664,0.088,2.287,0.866,432.524,5636.511,-60.876
2021-05-07T02:35:51Z,241.985,0.701,0.667,0.513,1.747,0.804,471.484,4762.518,-59.977
2021-05-07T02:36:01Z,241.962,0.664,0.664,0.523,1.731,0.807,468.389,4796.618,-60.043
2021-05-07T02:36:21Z,242.733,1.206,0.636,0.896,0.067,0.684,550.145,3330.5,-58.353
2021-05-07T02:36:31Z,241.623,14.038,0.666,0.246,2.179,0.824,457.78,5025.007,-60.291
2021-05-07T02:36:41Z,242.156,15.835,0.67,0.157,2.253,0.877,426.056,5792.074,-61.025
2021-05-07T02:36:51Z,242.858,20.441,0.667,0.057,2.296,0.899,410.533,6185.811,-61.405
2021-05-07T02:37:01Z,242.913,17.767,0.67,0.099,2.283,0.903,407.709,6275.919,-61.475
2021-05-07T02:37:21Z,241.754,1.921,0.677,0.065,2.294,0.903,409.119,6246.814,-61.441
2021-05-07T02:37:31Z,241.749,1.902,0.677,0.064,2.294,0.902,408.863,6243.313,-61.447
2021-05-07T02:37:41Z,242.029,2.351,0.676,0.059,2.296,0.905,407.556,6291.664,-61.48
2021-05-07T02:37:51Z,242.355,0.745,0.673,0.084,2.289,0.902,410.424,6238.401,-61.409
2021-05-07T02:38:01Z,242.371,0.755,0.672,0.086,2.288,0.892,418.135,6059.513,-61.219
2021-05-07T02:38:21Z,241.837,10.52,0.68,0.155,2.253,0.886,422.471,5983.536,-61.114
2021-05-07T02:38:31Z,243.144,0.996,0.637,0.868,0.412,0.803,474.536,4702.837,-59.869
2021-05-07T02:38:41Z,243.402,1.056,0.631,0.867,0.413,0.794,482.603,4572.695,-59.701
2021-05-07T02:38:51Z,242.697,10.623,0.672,0.164,2.248,0.874,427.704,5764.001,-60.987
2021-05-07T02:39:01Z,243.144,12.943,0.674,0.095,2.285,0.888,416.725,6007.447,-61.254
2021-05-07T02:39:21Z,242.239,0.867,0.681,0.092,2.286,0.897,411.159,6164.409,-61.389
2021-05-07T02:39:31Z,242.624,1.581,0.678,0.08,2.29,0.902,409.656,6254.424,-61.427
2021-05-07T02:39:41Z,242.527,0.758,0.679,0.094,2.285,0.9,409.937,6228.025,-61.419
2021-05-07T02:39:51Z,242.106,0.849,0.68,0.092,2.285,0.898,411.001,6165.473,-61.393
2021-05-07T02:40:01Z,241.906,3.512,0.676,0.054,2.297,0.897,411.098,6143.735,-61.392
2021-05-07T02:40:21Z,241.948,1.67,0.66,0.09,2.286,0.871,425.574,5707.536,-61.04
2021-05-07T02:40:31Z,241.669,1.866,0.657,0.086,2.288,0.875,423.841,5765.208,-61.081
2021-05-07T02:40:41Z,242.005,1.54,0.667,0.09,2.286,0.891,415.142,6042.218,-61.292
2021-05-07T02:40:51Z,242.276,1.583,0.676,0.086,2.288,0.9,410.541,6214.341,-61.404
2021-05-07T02:41:01Z,242.24,0.62,0.676,0.106,2.28,0.899,410.292,6194.538,-61.41
2021-05-07T02:41:21Z,242.067,3.037,0.671,0.077,2.291,0.893,413.188,6085.939,-61.341
2021-05-07T02:41:31Z,242.021,2.514,0.672,0.089,2.287,0.894,413.744,6108.169,-61.327
2021-05-07T02:41:41Z,242.168,2.515,0.675,0.086,2.288,0.897,413.303,6137.647,-61.337
2021-05-07T02:41:51Z,242.391,0.791,0.67,0.123,2.272,0.893,414.512,6078.895,-61.307
2021-05-07T02:42:01Z,242.259,0.776,0.665,0.128,2.27,0.886,417.877,5968.824,-61.226
2021-05-07T02:42:21Z,242.652,0.808,0.652,0.103,2.282,0.884,420.603,5889.927,-61.158
2021-05-07T02:42:31Z,242.877,0.795,0.673,0.099,2.283,0.891,415.938,6061.1,-61.273
2021-05-07T02:42:41Z,242.398,3.474,0.673,0.056,2.296,0.892,415.375,6076.382,-61.286
2021-05-07T02:42:51Z,241.875,2.938,0.671,0.062,2.295,0.895,413.475,6129.85,-61.333
2021-05-07T02:43:01Z,242.241,2.951,0.667,0.063,2.295,0.895,413.585,6121.757,-61.331
2021-05-07T02:43:21Z,242.138,1.528,0.675,0.091,2.286,0.893,413.727,6100.223,-61.327
2021-05-07T02:43:31Z,242.217,2.127,0.676,0.08,2.29,0.896,412.48,6144.726,-61.357
2021-05-07T02:43:41Z,241.852,0.822,0.67,0.108,2.279,0.882,420.449,5921.59,-61.163
2021-05-07T02:43:51Z,241.724,0.79,0.661,0.112,2.277,0.866,431.567,5671.668,-60.898
2021-05-07T02:44:01Z,241.975,0.837,0.66,0.109,2.278,0.873,428.369,5753.333,-60.973
2021-05-07T02:44:21Z,242.11,2.296,0.674,0.06,2.296,0.894,413.665,6109.929,-61.329
2021-05-07T02:44:31Z,242.14,0.823,0.677,0.083,2.289,0.894,413.988,6115.504,-61.32
2021-05-07T02:44:41Z,242.132,0.834,0.673,0.085,2.289,0.887,418.086,5987.035,-61.22
2021-05-07T02:44:51Z,242.138,1.611,0.661,0.072,2.292,0.882,422.057,5899.002,-61.125
2021-05-07T02:45:01Z,242.339,2.029,0.663,0.064,2.294,0.887,419.34,5995.228,-61.191
2021-05-07T02:45:21Z,241.535,0.609,0.656,0.144,2.261,0.869,428.877,5672.672,-60.961
2021-05-07T02:45:31Z,241.751,0.614,0.664,0.143,2.262,0.882,420.448,5909.437,-61.163
2021-05-07T02:45:41Z,241.573,2.279,0.667,0.1,2.283,0.889,417.631,6007.576,-61.232
2021-05-07T02:45:51Z,241.766,2.112,0.668,0.103,2.282,0.893,415.457,6077.798,-61.284
2021-05-07T02:46:01Z,242.32,2.122,0.671,0.102,2.282,0.896,412.875,6141.81,-61.347
2021-05-07T02:46:21Z,242.599,0.712,0.673,0.083,2.289,0.893,413.289,6077.672,-61.337
2021-05-07T02:46:31Z,242.478,0.703,0.676,0.082,2.289,0.892,415.159,6062.866,-61.291
2021-05-07T02:46:41Z,242.162,0.71,0.675,0.082,2.289,0.889,417.308,6003.734,-61.24
2021-05-07T02:46:51Z,241.953,1.112,0.673,0.076,2.292,0.892,414.398,6075.322,-61.311
2021-05-07T02:47:01Z,242.396,1.06,0.668,0.075,2.292,0.89,414.94,6053.368,-61.297
2021-05-07T02:47:21Z,242.385,3.017,0.669,0.067,2.294,0.892,414.32,6060.827,-61.313
2021-05-07T02:47:31Z,242.714,2.086,0.668,0.081,2.29,0.894,413.443,6086.641,-61.334
2021-05-07T02:47:41Z,242.752,0.854,0.674,0.105,2.28,0.892,415.421,6065.359,-61.285
2021-05-07T02:47:51Z,242.11,0.825,0.677,0.107,2.28,0.883,421.432,5921.2,-61.139
2021-05-07T02:48:01Z,241.917,1.958,0.676,0.085,2.288,0.88,422.94,5868.287,-61.102
2021-05-07T02:48:21Z,242.461,0.717,0.674,0.143,2.262,0.895,411.554,6120.685,-61.38
2021-05-07T02:48:31Z,242.533,2.204,0.673,0.103,2.282,0.898,411.08,6192.069,-61.392
2021-05-07T02:48:41Z,242.711,2.951,0.673,0.09,2.287,0.891,414.555,6080.427,-61.307
2021-05-07T02:48:51Z,242.842,2.603,0.673,0.097,2.284,0.885,416.784,5961.326,-61.252
2021-05-07T02:49:01Z,242.946,2.623,0.672,0.096,2.284,0.891,414.904,6056.057,-61.298
2021-05-07T02:49:21Z,242.688,7.026,0.674,0.062,2.295,0.894,413.207,6091.888,-61.339
2021-05-07T02:49:31Z,242.103,4.52,0.673,0.105,2.281,0.892,414.102,6063.563,-61.317
2021-05-07T02:49:41Z,241.638,4.516,0.673,0.106,2.281,0.895,413.227,6128.044,-61.34
2021-05-07T02:49:51Z,242.441,7.139,0.679,0.067,2.294,0.896,414.733,6138.82,-61.303
2021-05-07T02:50:01Z,242.546,2.582,0.707,0.248,2.183,0.886,428.612,5930.908,-60.962
2021-05-07T02:50:21Z,242.151,6.838,0.687,0.302,2.119,0.86,443.793,5497.533,-60.61
2021-05-07T02:50:31Z,241.828,10.782,0.649,0.083,2.289,0.86,433.353,5553.284,-60.856
2021-05-07T02:50:41Z,242.235,5.597,0.652,0.275,2.151,0.848,442.436,5360.701,-60.642
2021-05-07T02:50:51Z,242.361,1.398,0.608,0.699,1.247,0.827,459.953,4992.651,-60.242
2021-05-07T02:51:01Z,242.238,1.248,0.616,0.699,1.249,0.843,447.653,5235.669,-60.519
2021-05-07T02:51:21Z,241.976,4.276,0.66,0.119,2.273,0.87,426.989,5714.283,-61.007
2021-05-07T02:51:31Z,242.084,5.735,0.667,0.084,2.288,0.88,421.368,5883.741,-61.141
2021-05-07T02:51:41Z,242.467,5.921,0.67,0.08,2.29,0.884,418.731,5956.024,-61.205
2021-05-07T02:51:51Z,242.283,3.585,0.672,0.132,2.267,0.885,417.323,5981.112,-61.239
2021-05-07T02:52:01Z,242.16,2.023,0.698,0.258,2.173,0.888,422.778,5996.783,-61.104
2021-05-07T02:52:21Z,241.729,0.667,0.668,0.127,2.272,0.883,417.873,5912.065,-61.226
2021-05-07T02:52:31Z,241.687,0.675,0.666,0.126,2.272,0.88,421.971,5867.007,-61.127
2021-05-07T02:52:41Z,242.048,2.444,0.664,0.085,2.288,0.881,421.074,5899.485,-61.148
2021-05-07T02:52:51Z,241.911,2.434,0.666,0.084,2.288,0.878,422.519,5865.504,-61.114
2021-05-07T02:53:01Z,241.978,1.307,0.658,0.112,2.277,0.858,434.565,5523.529,-60.828
2021-05-07T02:53:21Z,242.082,0.788,0.634,0.194,2.228,0.828,452.927,5050.508,-60.408
2021-05-07T02:53:31Z,242.808,1.668,0.653,0.186,2.233,0.826,460.095,5033.486,-60.245
2021-05-07T02:53:41Z,242.974,1.672,0.655,0.187,2.233,0.824,460.393,5000.668,-60.238
2021-05-07T02:53:51Z,242.385,3.937,0.667,0.113,2.278,0.847,445.006,5322.065,-60.586
2021-05-07T02:54:01Z,242.38,4.891,0.664,0.091,2.286,0.854,442.646,5434.796,-60.641
2021-05-07T02:54:21Z,241.999,2.778,0.652,0.116,2.276,0.855,435.171,5458.336,-60.814
2021-05-07T02:54:31Z,241.906,0.664,0.641,0.191,2.231,0.831,450.676,5113.466,-60.459
2021-05-07T02:54:41Z,242.402,0.969,0.644,0.191,2.231,0.825,457.094,5028.933,-60.314
2021-05-07T02:54:51Z,242.453,1.543,0.648,0.166,2.248,0.841,448.335,5238.223,-60.511
2021-05-07T02:55:01Z,241.844,2.23,0.647,0.134,2.267,0.842,444.568,5277.178,-60.598
2021-05-07T02:55:21Z,241.39,10.181,0.621,0.157,2.253,0.812,461.928,4836.486,-60.205
2021-05-07T02:55:31Z,241.505,0.702,0.628,0.838,0.63,0.799,472.991,4647.006,-59.952
2021-05-07T02:55:41Z,241.722,0.685,0.642,0.84,0.594,0.799,471.816,4682.337,-59.976
2021-05-07T02:55:51Z,242.034,11.334,0.667,0.109,2.278,0.866,428.168,5677.155,-60.978
2021-05-07T02:56:01Z,242.179,11.377,0.669,0.107,2.28,0.884,417.977,5942.016,-61.224
2021-05-07T02:56:21Z,241.579,2.3,0.672,0.082,2.289,0.886,416.674,5989.096,-61.255
2021-05-07T02:56:31Z,241.862,3.413,0.677,0.064,2.295,0.895,412.288,6146.121,-61.363
2021-05-07T02:56:41Z,242.14,2.748,0.677,0.076,2.291,0.897,410.892,6176.539,-61.397
2021-05-07T02:56:51Z,241.943,0.992,0.672,0.112,2.278,0.884,417.453,5954.936,-61.235
2021-05-07T02:57:01Z,242.031,0.974,0.668,0.113,2.277,0.869,427.866,5710.121,-60.985
2021-05-07T02:57:21Z,242.437,2.918,0.678,0.075,2.291,0.883,416.809,5952.848,-61.252
2021-05-07T02:57:31Z,242.543,2.967,0.679,0.074,2.292,0.892,412.01,6107.645,-61.369
2021-05-07T02:57:41Z,242.742,1.934,0.676,0.092,2.286,0.887,414.978,6032.418,-61.296
2021-05-07T02:57:51Z,242.593,0.694,0.674,0.121,2.273,0.878,419.777,5877.063,-61.179
2021-05-07T02:58:01Z,242.441,0.749,0.672,0.124,2.273,0.881,418.56,5909.737,-61.209
2021-05-07T02:58:21Z,242.506,0.593,0.678,0.098,2.283,0.881,418.668,5901.774,-61.207
2021-05-07T02:58:31Z,242.473,1.229,0.683,0.084,2.289,0.894,411.766,6130.034,-61.374
2021-05-07T02:58:41Z,242.574,2.316,0.69,0.066,2.294,0.904,407.135,6303.11,-61.489
2021-05-07T02:58:51Z,242.165,2.271,0.687,0.067,2.294,0.903,408.129,6284.723,-61.465
2021-05-07T02:59:01Z,242.049,2.247,0.685,0.067,2.294,0.901,408.56,6232.506,-61.454
2021-05-07T02:59:21Z,242.562,0.626,0.683,0.079,2.291,0.905,405.741,6311.787,-61.525
2021-05-07T02:59:31Z,242.827,3.396,0.682,0.043,2.299,0.907,406.397,6348.071,-61.509
2021-05-07T02:59:41Z,242.45,2.422,0.682,0.054,2.297,0.906,407.124,6336.053,-61.49
2021-05-07T02:59:51Z,242.339,2.414,0.683,0.055,2.297,0.904,407.626,6300.38,-61.477
2021-05-07T03:00:01Z,241.942,1.157,0.682,0.071,2.293,0.906,406.625,6329.391,-61.502
2021-05-07T03:00:21Z,242.756,0.568,0.681,0.076,2.292,0.902,407.178,6248.665,-61.487
2021-05-07T03:00:31Z,242.326,0.558,0.68,0.077,2.292,0.905,406.5,6314.324,-61.506
2021-05-07T03:00:41Z,242.544,2.022,0.68,0.056,2.297,0.906,405.432,6335.462,-61.533
2021-05-07T03:00:51Z,242.435,0.979,0.682,0.068,2.294,0.903,406.343,6292.715,-61.51
2021-05-07T03:01:01Z,242.63,1.064,0.681,0.068,2.294,0.905,406.305,6311.334,-61.511
2021-05-07T03:01:21Z,242.644,0.843,0.685,0.328,2.09,0.905,404.847,6310.999,-61.545
2021-05-07T03:01:31Z,242.546,5.553,0.687,0.113,2.278,0.908,403.141,6384.429,-61.589
2021-05-07T03:01:41Z,242.618,5.56,0.684,0.111,2.278,0.909,402.884,6404.002,-61.595
2021-05-07T03:01:51Z,242.68,8.805,0.685,0.055,2.297,0.909,403.638,6406.918,-61.576
2021-05-07T03:02:01Z,242.624,8.808,0.685,0.055,2.297,0.905,405.073,6328.218,-61.54
2021-05-07T03:02:21Z,242.252,1.969,0.683,0.07,2.293,0.906,404.478,6332.028,-61.556
2021-05-07T03:02:31Z,242.161,0.816,0.682,0.093,2.286,0.908,404.036,6365.964,-61.567
2021-05-07T03:02:41Z,242.295,0.833,0.687,0.093,2.286,0.908,404.44,6365.708,-61.556
2021-05-07T03:02:51Z,242.467,2.384,0.688,0.066,2.294,0.906,405.177,6345.746,-61.538
2021-05-07T03:03:01Z,242.143,1.828,0.687,0.073,2.292,0.907,404.344,6358.778,-61.559
2021-05-07T03:03:21Z,242.752,1.911,0.683,0.088,2.287,0.907,405.157,6342.068,-61.539
2021-05-07T03:03:31Z,242.496,1.889,0.691,0.086,2.288,0.908,404.27,6403.922,-61.561
2021-05-07T03:03:41Z,242.358,4.102,0.691,0.053,2.297,0.911,403.431,6466.068,-61.582
2021-05-07T03:03:51Z,242.42,0.687,0.689,0.115,2.277,0.908,405.179,6397.961,-61.537
2021-05-07T03:04:01Z,242.075,0.673,0.686,0.119,2.275,0.9,409.069,6247.176,-61.441
2021-05-07T03:04:21Z,245.462,9.229,0.369,0.858,0.547,0.634,534.215,2482.04,-58.384
2021-05-07T03:04:31Z,250.372,4.233,0.247,0.876,0.366,0.492,725.727,1372.106,-55.008
2021-05-07T03:04:41Z,247.478,1.79,0.433,0.889,0.213,0.517,614.272,1728.615,-56.759
2021-05-07T03:04:51Z,242.251,25.515,0.676,0.137,2.264,0.879,421.04,5898.399,-61.149
2021-05-07T03:05:01Z,242.674,25.515,0.684,0.136,2.265,0.889,416.0,6065.715,-61.27
2021-05-07T03:05:21Z,242.143,4.705,0.681,0.054,2.297,0.891,415.763,6053.309,-61.277
2021-05-07T03:05:31Z,242.192,2.597,0.667,0.087,2.288,0.873,425.751,5788.969,-61.035
2021-05-07T03:05:41Z,242.301,0.829,0.661,0.132,2.268,0.857,433.998,5531.834,-60.841
2021-05-07T03:05:51Z,242.457,0.822,0.667,0.132,2.268,0.869,427.547,5712.563,-60.993
2021-05-07T03:06:01Z,242.344,2.7,0.671,0.085,2.288,0.883,420.131,5947.551,-61.171
2021-05-07T03:06:21Z,242.114,0.723,0.669,0.115,2.275,0.857,433.686,5511.899,-60.848
2021-05-07T03:06:31Z,241.981,0.674,0.673,0.115,2.275,0.863,430.477,5627.484,-60.922
2021-05-07T03:06:41Z,242.353,3.715,0.684,0.057,2.296,0.892,413.562,6122.381,-61.331
2021-05-07T03:06:51Z,242.463,2.665,0.685,0.071,2.293,0.895,411.302,6165.143,-61.387
2021-05-07T03:07:01Z,242.587,2.677,0.686,0.07,2.293,0.9,408.888,6234.738,-61.446
2021-05-07T03:07:21Z,243.02,0.726,0.683,0.841,0.582,0.9,407.115,6250.898,-61.489
2021-05-07T03:07:31Z,242.616,12.175,0.684,0.091,2.286,0.901,409.116,6264.834,-61.441
2021-05-07T03:07:41Z,242.579,12.183,0.683,0.093,2.285,0.903,408.429,6288.537,-61.458
2021-05-07T03:07:51Z,242.342,12.264,0.682,0.092,2.286,0.909,405.556,6407.345,-61.529
2021-05-07T03:08:01Z,242.008,12.6,0.684,0.086,2.288,0.905,406.461,6354.963,-61.506
2021-05-07T03:08:21Z,242.608,2.633,0.678,0.06,2.295,0.905,405.599,6305.53,-61.528
2021-05-07T03:08:31Z,242.456,3.524,0.681,0.05,2.298,0.907,406.47,6375.361,-61.506
2021-05-07T03:08:41Z,242.407,2.173,0.682,0.066,2.294,0.903,409.393,6306.633,-61.434
2021-05-07T03:08:51Z,242.331,0.796,0.679,0.092,2.286,0.897,411.191,6190.83,-61.389
2021-05-07T03:09:01Z,242.516,0.815,0.679,0.092,2.286,0.898,410.565,6212.334,-61.404
2021-05-07T03:09:21Z,241.937,1.533,0.672,0.118,2.275,0.88,419.949,5869.204,-61.176
2021-05-07T03:09:31Z,241.79,1.494,0.666,0.122,2.272,0.869,425.529,5710.035,-61.042
2021-05-07T03:09:41Z,241.748,2.255,0.655,0.106,2.279,0.851,439.334,5443.483,-60.718
2021-05-07T03:09:51Z,242.318,0.717,0.646,0.156,2.253,0.826,457.876,5045.212,-60.297
2021-05-07T03:10:01Z,242.456,0.709,0.66,0.152,2.256,0.844,443.963,5312.556,-60.609
2021-05-07T03:10:21Z,242.252,1.715,0.675,0.091,2.286,0.895,413.754,6139.495,-61.327
2021-05-07T03:10:31Z,242.282,1.663,0.678,0.091,2.286,0.901,408.941,6263.973,-61.444
2021-05-07T03:10:41Z,242.401,0.643,0.684,0.109,2.279,0.904,406.104,6334.186,-61.515
2021-05-07T03:10:51Z,242.059,0.677,0.684,0.108,2.279,0.908,404.487,6414.337,-61.556
2021-05-07T03:11:01Z,242.496,4.254,0.679,0.052,2.297,0.909,405.046,6409.402,-61.541
2021-05-07T03:11:21Z,242.775,0.58,0.683,0.076,2.291,0.906,405.423,6346.218,-61.533
2021-05-07T03:11:31Z,242.367,2.017,0.684,0.054,2.296,0.906,405.907,6372.973,-61.521
2021-05-07T03:11:41Z,241.864,0.568,0.68,0.074,2.291,0.902,408.176,6295.841,-61.463
2021-05-07T03:11:51Z,242.383,0.613,0.68,0.077,2.291,0.898,410.386,6211.106,-61.408
2021-05-07T03:12:01Z,242.731,1.285,0.681,0.068,2.293,0.897,410.244,6199.188,-61.413
2021-05-07T03:12:21Z,242.386,2.881,0.674,0.071,2.292,0.901,408.109,6255.056,-61.464
2021-05-07T03:12:31Z,242.536,3.055,0.675,0.069,2.293,0.898,410.721,6207.083,-61.4
2021-05-07T03:12:41Z,242.368,2.807,0.674,0.073,2.292,0.896,412.894,6180.37,-61.347
2021-05-07T03:12:51Z,242.268,0.696,0.67,0.117,2.275,0.888,417.232,6041.015,-61.241
2021-05-07T03:13:01Z,242.063,0.681,0.676,0.115,2.275,0.888,416.61,6039.093,-61.256
2021-05-07T03:13:21Z,242.144,4.253,0.683,0.083,2.288,0.897,409.915,6210.591,-61.42
2021-05-07T03:13:31Z,242.149,4.367,0.676,0.084,2.288,0.892,412.528,6114.27,-61.356
2021-05-07T03:13:41Z,242.36,4.343,0.673,0.086,2.288,0.891,413.468,6087.181,-61.333
2021-05-07T03:13:51Z,242.33,4.964,0.675,0.073,2.292,0.895,412.376,6163.793,-61.36
2021-05-07T03:14:01Z,241.818,0.625,0.664,0.193,2.225,0.857,439.347,5519.588,-60.711
2021-05-07T03:14:21Z,241.684,0.872,0.613,0.273,2.152,0.767,496.063,4257.441,-59.476
2021-05-07T03:14:31Z,241.974,2.564,0.623,0.184,2.235,0.824,456.49,5015.783,-60.326
2021-05-07T03:14:41Z,242.269,1.357,0.651,0.227,2.198,0.843,443.944,5318.847,-60.611
2021-05-07T03:14:51Z,242.303,1.319,0.66,0.222,2.202,0.855,435.333,5529.653,-60.81
2021-05-07T03:15:01Z,242.009,1.862,0.674,0.191,2.228,0.875,423.206,5845.806,-61.098
2021-05-07T03:15:21Z,242.48,2.834,0.677,0.089,2.287,0.888,416.219,6015.987,-61.265
2021-05-07T03:15:31Z,242.702,0.7,0.676,0.14,2.262,0.887,417.126,6018.318,-61.243
2021-05-07T03:15:41Z,242.46,0.701,0.677,0.142,2.261,0.879,424.111,5880.686,-61.075
2021-05-07T03:15:51Z,241.949,2.334,0.67,0.1,2.282,0.874,426.869,5793.002,-61.009
2021-05-07T03:16:01Z,241.912,2.306,0.666,0.098,2.282,0.88,421.092,5895.265,-61.148
2021-05-07T03:16:21Z,241.346,2.92,0.678,0.111,2.277,0.872,431.266,5756.031,-60.906
2021-05-07T03:16:31Z,241.981,2.892,0.677,0.111,2.278,0.884,422.173,5953.291,-61.121
2021-05-07T03:16:41Z,242.1,0.688,0.674,0.18,2.237,0.888,417.78,6028.15,-61.228
2021-05-07T03:16:51Z,242.347,0.707,0.673,0.183,2.235,0.884,419.558,5968.299,-61.186
2021-05-07T03:17:01Z,242.327,5.086,0.678,0.07,2.293,0.89,414.029,6077.817,-61.32
2021-05-07T03:17:21Z,242.127,1.627,0.68,0.077,2.291,0.898,408.942,6221.404,-61.445
2021-05-07T03:17:31Z,242.089,1.625,0.68,0.081,2.29,0.891,414.054,6104.953,-61.32
2021-05-07T03:17:41Z,242.584,0.682,0.677,0.102,2.282,0.879,421.168,5901.371,-61.146
2021-05-07T03:17:51Z,242.568,0.645,0.677,0.099,2.282,0.886,417.507,6010.374,-61.235
2021-05-07T03:18:01Z,242.531,1.423,0.675,0.082,2.289,0.89,415.562,6082.149,-61.282
2021-05-07T03:18:21Z,242.659,1.469,0.68,0.078,2.29,0.888,415.22,6028.328,-61.29
2021-05-07T03:18:31Z,242.259,1.442,0.674,0.079,2.29,0.888,414.97,6063.923,-61.297
2021-05-07T03:18:41Z,242.18,0.691,0.672,0.093,2.285,0.89,414.401,6088.488,-61.311
2021-05-07T03:18:51Z,242.116,0.684,0.672,0.09,2.286,0.892,412.919,6125.831,-61.347
2021-05-07T03:19:01Z,242.723,0.908,0.676,0.086,2.287,0.893,411.576,6125.166,-61.379
2021-05-07T03:19:21Z,242.438,1.746,0.675,0.079,2.29,0.893,412.843,6116.746,-61.35
2021-05-07T03:19:31Z,242.122,1.408,0.665,0.089,2.287,0.878,422.381,5868.65,-61.117
2021-05-07T03:19:41Z,241.656,0.66,0.65,0.111,2.278,0.846,443.669,5350.774,-60.616
2021-05-07T03:19:51Z,241.616,0.631,0.651,0.109,2.278,0.84,446.158,5279.158,-60.56
2021-05-07T03:20:01Z,241.771,1.19,0.665,0.092,2.285,0.867,428.225,5708.616,-60.977
